Name,Brand,benzyl acetate,benzyl benzoate,xylene,toulene,Asthma_Trigger
Love in White Eau de Parfum ...,Creed,0.01,0.04,51.4,0.0,1
Silver Mountain Water Eau de Parfum ...,Creed,0.04,0.72,32.15,0.04,0
Virgin Island Water Eau de Parfum ...,Creed,0.04,1.05,15.04,0.13,0
Acqua Fiorentina Eau de Parfum ...,Creed,0.0,0.39,27.3,0.01,0
Green Irish Tweed Eau de Parfum ...,Creed,0.34,1.06,66.82,0.11,1
Himalaya Eau de Parfum ...,Creed,0.03,3.47,58.74,0.23,1
Patchouli Intense Eau de Parfum,PARFUMS DE NICOLAI,0.17,0.44,82.87,0.4,1
Midnight Oud Eau de Parfum,Juliette Has a Gun,0.03,0.08,96.18,0.1,1
Fat Electrician Eau de Parfum,Etat Libre d'Orange,0.53,0.63,51.46,1.03,1
L'humaniste Eau de Parfum,Frapin,0.0,3.58,14.09,0.05,0
Epic Woman Eau de Parfum,Amouage,0.18,11.2,42.05,1.64,1
Feminite du Bois Eau de Parfum,Serge Lutens,0.02,0.07,64.33,0.17,1
Wazamba Eau de Parfum,Parfum d'Empire,0.5,1.78,67.66,3.93,1
Black Afgano Parfum Extrait,Nasomatto,0.02,0.14,49.1,0.06,0
Tam Dao - Eau de Toilette,Diptyque,0.11,8.13,60.88,0.22,1
L'eau Eau de Toilette,Diptyque,0.79,4.72,65.77,0.69,1
Olene Eau de Toilette,Diptyque,0.36,4.9,18.92,0.32,0
Oyedo Eau de Toilette,Diptyque,0.02,3.54,25.48,0.69,0
L'Ombre dans l'Eau - Eau de Toilette,Diptyque,0.19,3.73,6.88,2.9,0
Do Son - Eau de Toilette,Diptyque,0.0,0.16,96.15,0.02,1
Reflection Man Eau de Parfum,Amouage,0.1,14.97,10.3,0.54,0
Complex Eau de Parfum,Boadicea the Victorious,0.12,1.82,30.54,0.01,0
Nobara-Cha roll-on Perfume Oil,Aroma M,0.02,0.43,98.1,0.01,1
Tom of Finland Eau de Parfum,Etat Libre d'Orange,0.19,9.48,45.49,2.95,1
Putain des Palaces Eau de Parfum,Etat Libre d'Orange,0.46,14.35,1.56,1.86,0
Secretions Magnifiques Eau de Parfum,Etat Libre d'Orange,0.1,0.46,29.1,2.26,0
Jasmin et Cigarette Eau de Parfum,Etat Libre d'Orange,0.07,0.13,84.61,0.13,1
Yes I Do (formerly Don't Get Me Wrong Baby) Eau de Parfum,Etat Libre d'Orange,0.04,10.15,49.09,0.08,1
Silver Man Eau de Parfum,Amouage,0.02,0.03,91.32,0.03,1
Vepres Siciliennes Eau de Parfum,Parfums MDCI,0.01,0.04,62.03,0.0,1
Sublime Balkiss Eau de Parfum,The Different Company,0.06,0.48,77.4,0.01,1
Nuit de Cellophane Eau de Parfum,Serge Lutens,0.94,0.41,49.47,0.14,1
Peche Cardinal Eau de Parfum,Parfums MDCI,0.33,5.07,52.54,1.06,1
Dia Woman Eau de Parfum,Amouage,0.06,2.84,24.17,0.84,0
Dia Man Eau de Parfum,Amouage,0.02,0.13,79.26,0.01,1
Gold Woman Eau de Parfum,Amouage,0.0,0.02,85.2,0.01,1
Vanitas Eau de Parfum,Profumum,0.01,0.01,90.99,0.0,1
Makassar (formerly Bois de Santal) Eau de Parfum,Keiko Mecheri,0.03,7.02,48.7,0.18,1
Felanilla Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.32,2.51,70.44,3.53,1
Drama Nuui Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.06,0.13,0.21,0.32,0
Chergui Eau de Parfum,Serge Lutens,0.15,0.07,51.52,0.33,1
Jade Eau de Parfum,Olivier Durbano,0.08,0.22,45.15,0.76,0
Jus d'Amour - Eau de Parfum,Parfums Mercedes,0.29,1.95,70.2,0.91,1
Jus d'Amour - Perfume oil Perfume Oil,Parfums Mercedes,0.02,0.71,91.41,0.02,1
Monyette Paris Eau de Parfum Spray,Monyette Paris,0.0,0.01,96.63,0.0,1
Lyric for Women Eau de Parfum,Amouage,0.11,1.02,53.81,0.03,1
Lyric for Men Eau de Parfum,Amouage,1.24,0.46,64.99,1.1,1
Blenheim Bouquet Eau de Toilette,Penhaligons,2.72,0.27,44.28,1.49,0
Quercus Cologne,Penhaligons,0.18,7.32,21.24,0.06,0
Artemisia Eau de Parfum,Penhaligons,0.0,0.04,15.88,0.01,0
Opus 1870 Eau de Toilette,Penhaligons,0.0,0.01,25.94,0.0,0
Endymion Cologne,Penhaligons,0.33,1.64,26.13,0.95,0
Vetiver Dance Eau de Toilette,Tauer Perfumes,0.15,18.16,39.96,0.08,1
Aziyade Eau de Parfum,Parfum d'Empire,0.02,0.09,17.97,0.02,0
Neroli Eau de Parfum,Profumum,0.03,1.95,37.71,0.13,0
Dambrosia Eau de Parfum,Profumum,0.67,16.1,6.35,0.53,0
Private Collection: L'Eau Guerriere Eau de Toilette,"Pierre Guillaume Paris, Parfumerie Generale",0.0,0.02,74.62,0.02,1
China White Parfum Extrait,Nasomatto,0.02,0.05,37.31,0.06,0
L'Ete en Douce Eau de Toilette,L'Artisan Parfumeur,0.02,0.05,43.66,0.06,0
Sienne l'Hiver Eau de Toilette,Eau d'Italie,0.52,1.27,91.81,0.1,1
Eau d'Italie - eau de toilette Eau de Toilette,Eau d'Italie,0.04,0.2,7.71,0.15,0
Geisha Blanche Eau de Parfum,Aroma M,0.07,3.07,26.33,0.01,0
Patchouli Noir Eau de Parfum,Il Profumo,0.01,2.95,71.49,0.12,1
Five O'Clock Au Gingembre Eau de Parfum,Serge Lutens,0.0,0.04,0.82,0.0,0
Red Aoud Eau de Parfum,Montale,0.01,20.75,27.89,0.0,0
Sel Marin Eau de Parfum,HEELEY,0.0,0.0,99.18,0.01,1
21 Eau de Parfum,Costume National,0.06,2.95,70.05,0.0,1
Jubilation 25 Eau de Parfum,Amouage,0.07,0.32,13.05,0.22,0
Incense Rose Eau de Parfum,Tauer Perfumes,0.0,0.11,87.12,0.05,1
Patchouli Leaves Eau de Parfum,Montale,0.01,0.03,2.82,0.0,0
Absinth Parfum Extrait,Nasomatto,0.0,0.03,51.89,0.0,1
Narcotic V Parfum Extrait,Nasomatto,0.01,0.2,21.91,0.05,0
Silver Musk Parfum Extrait,Nasomatto,0.0,0.0,94.25,0.01,1
Duro Parfum Extrait,Nasomatto,0.04,6.84,8.7,0.01,0
Incense extreme Eau de Parfum,Tauer Perfumes,0.0,1.23,60.44,0.01,1
No. 4 Eau de Toilette,Cereus,0.0,0.09,90.53,0.0,1
No. 6 Eau de Toilette,Cereus,0.0,0.41,8.86,0.07,0
No. 7 Eau de Toilette,Cereus,0.0,0.09,96.64,0.03,1
Domenico Caraceni 1913 Eau de Toilette,Domenico Caraceni,0.03,33.19,4.34,2.58,0
Aoud Queen Roses Eau de Parfum,Montale,0.0,0.18,80.95,0.0,1
Lady Vengeance Eau de Parfum,Juliette Has a Gun,0.0,0.11,97.19,0.02,1
Cologne Cedrat Eau de Cologne,PARFUMS DE NICOLAI,0.09,3.7,60.89,0.24,1
Fig Tea Eau de Toilette,PARFUMS DE NICOLAI,0.03,8.72,13.27,0.03,0
Fleurs d'Oranger Eau de Parfum,Serge Lutens,0.0,0.48,71.72,0.01,1
Clair de Musc Eau de Parfum,Serge Lutens,0.12,0.97,48.77,2.55,1
Un Bois Vanille Eau de Parfum,Serge Lutens,0.06,0.01,84.4,0.02,1
Datura Noir Eau de Parfum,Serge Lutens,0.0,0.45,83.5,0.05,1
Geisha Noire Eau de Parfum,Aroma M,0.0,0.67,84.06,0.01,1
Osmanthus Interdite Eau de Parfum,Parfum d'Empire,2.64,11.22,45.99,5.87,1
Equistrius Eau de Parfum,Parfum d'Empire,0.0,0.11,25.88,0.01,0
Fougere Bengale Eau de Parfum,Parfum d'Empire,0.36,12.23,19.16,3.78,0
Black Tourmaline Eau de Parfum,Olivier Durbano,0.01,1.09,26.28,0.05,0
Olibanum Eau de Parfum,Profumum,0.02,0.41,93.67,0.07,1
Acqua Viva Eau de Parfum,Profumum,0.0,0.03,51.87,0.0,1
Chocolate Greedy Eau de Parfum,Montale,0.18,22.87,16.42,1.93,0
L'Eau de L'Artisan Eau de Toilette,L'Artisan Parfumeur,0.23,8.12,28.09,4.94,0
Alba Eau de Parfum,Profumum,0.15,3.05,56.04,0.01,1
Blu Perfume Oil,Bruno Acampora,0.07,0.29,90.3,0.03,1
Jasmin Perfume Oil,Bruno Acampora,0.03,5.12,67.92,0.58,1
Musc Perfume Oil,Bruno Acampora,0.01,3.7,59.01,0.09,1
White Aoud Eau de Parfum,Montale,0.68,3.73,53.01,0.18,1
Roses Musk Eau de Parfum,Montale,0.01,0.02,89.19,0.0,1
Perfect Kiss Eau de Parfum,Sarah Horowitz Parfums,0.01,0.11,19.68,0.01,0
Rock Crystal Eau de Parfum,Olivier Durbano,0.02,0.62,41.88,0.26,0
Tuberosa Eau de Parfum,Profumum,0.01,3.14,19.34,0.01,0
Victrix Eau de Parfum,Profumum,2.42,36.46,27.06,2.22,1
Ambra Aurea Eau de Parfum,Profumum,0.01,0.51,91.1,0.09,1
Promesse de l'Aube Eau de Parfum,Parfums MDCI,0.04,1.7,40.47,0.15,0
Rose de Siwa Eau de Parfum,Parfums MDCI,0.12,5.24,89.45,0.09,1
Ambre Topkapi Eau de Parfum,Parfums MDCI,0.0,3.36,38.77,0.01,0
Invasion Barbare Eau de Parfum,Parfums MDCI,0.06,5.7,3.26,0.68,0
Bois Farine Eau de Toilette,L'Artisan Parfumeur,0.0,0.79,96.2,0.04,1
The Pour un Ete Eau de Toilette,L'Artisan Parfumeur,3.99,8.91,10.61,5.11,0
Private Collection: L'Ombre Fauve Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.06,13.72,10.93,0.09,0
Ambre Sultan Eau de Parfum,Serge Lutens,0.02,1.63,83.2,0.12,1
Tubereuse Couture Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.1,0.62,41.3,0.4,0
Anne Pliska - Eau de Parfum,Anne Pliska,0.0,0.01,99.77,0.0,1
AMAZE Parfum Eau de Parfum,People of the Labyrinths,0.0,0.08,91.19,0.01,1
Ambre Russe Eau de Parfum,Parfum d'Empire,0.45,3.0,70.31,0.59,1
Cuir Ottoman Eau de Parfum,Parfum d'Empire,0.01,0.19,93.12,0.0,1
Eau Suave Eau de Parfum,Parfum d'Empire,0.06,0.18,92.14,0.37,1
Iskander Eau de Parfum,Parfum d'Empire,0.09,1.3,12.46,0.24,0
Soavissima Eau de Parfum,Profumum,0.54,20.59,44.95,1.35,1
Confetto Eau de Parfum,Profumum,0.25,0.86,61.9,1.57,1
Dulcis in Fundo Eau de Parfum,Profumum,0.06,1.19,82.17,0.5,1
Fumidus Eau de Parfum,Profumum,0.01,0.02,16.79,0.01,0
Cardinal Eau de Parfum,HEELEY,0.28,0.41,62.57,0.25,1
Vanille Absolu Eau de Parfum,Montale,0.65,5.96,30.18,0.45,0
Wood and Spices Eau de Parfum,Montale,2.14,2.06,71.51,2.07,1
Intense Tiare Eau de Parfum,Montale,0.05,1.5,47.61,0.14,0
Black Aoud Eau de Parfum,Montale,0.08,0.15,73.02,0.01,1
Aoud Cuir d'Arabie Eau de Parfum,Montale,0.0,1.1,2.17,0.03,0
Gardenia Eau de Parfum,Isabey,0.0,0.11,79.51,0.02,1
L'eau de Circe Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.06,5.38,82.25,0.23,1
Premier Figuier Extreme Eau de Parfum,L'Artisan Parfumeur,0.06,7.93,27.93,0.22,0
Musc Maori Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.0,0.01,93.48,0.03,1
Brulure de Rose Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.0,13.64,10.3,0.01,0
Cuir Venenum Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.01,0.3,41.1,0.01,0
Harmatan Noir Eau de Toilette,"Pierre Guillaume Paris, Parfumerie Generale",0.0,1.01,38.19,0.03,0
L'eau Rare Matale Eau de Toilette,"Pierre Guillaume Paris, Parfumerie Generale",0.0,0.02,41.24,0.0,0
Coze Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.0,1.21,14.24,0.0,0
Geisha Marron roll-on Perfume Oil,Aroma M,0.0,0.05,48.18,0.0,0
Dzongkha Eau de Toilette,L'Artisan Parfumeur,1.02,1.6,19.89,8.31,0
Miss Marisa perfume spray Eau de Parfum,Ebba,0.16,0.08,60.69,0.01,1
Miss Marisa Tropical perfume spray Eau de Parfum,Ebba,0.13,1.41,46.92,0.04,0
Fiore d'Ambra Eau de Parfum,Profumum,0.07,0.34,42.75,0.03,0
Thundra Eau de Parfum,Profumum,0.06,8.6,38.74,0.36,0
Acqua di Sale Eau de Parfum,Profumum,0.01,0.11,88.44,0.0,1
Ichnusa Eau de Parfum,Profumum,3.26,2.3,21.59,1.94,0
Acqua e Zucchero Eau de Parfum,Profumum,0.01,0.53,8.82,0.2,0
Patchouly Eau de Parfum,Profumum,0.01,0.18,92.59,0.01,1
Santalum Eau de Parfum,Profumum,0.0,0.49,39.39,0.09,0
Antico Caruso Eau de Parfum,Profumum,0.04,14.63,4.46,5.47,0
Sel de  Vetiver Eau de Toilette,The Different Company,0.32,0.8,70.12,0.1,1
Patchouli Patch Eau de Toilette,L'Artisan Parfumeur,0.04,0.56,63.76,0.3,1
L'Eau d'Ambre Eau de Toilette,L'Artisan Parfumeur,0.02,0.57,7.94,0.24,0
Kai - Eau de Parfum Eau de Parfum Spray,Kai,0.03,6.08,40.43,0.02,0
Fleur de Comores Eau de Parfum,Maitre Parfumeur et Gantier,0.0,0.0,98.93,0.01,1
Lonestar Memories Eau de Toilette,Tauer Perfumes,0.0,0.08,63.5,0.03,1
Musc Bleu Eau de Parfum,Il Profumo,0.0,0.03,11.78,0.01,0
Mure et Musc Extreme Eau de Parfum,L'Artisan Parfumeur,0.0,0.06,70.9,0.01,1
Fou d'Absinthe Eau de Parfum,L'Artisan Parfumeur,0.18,0.36,93.29,0.74,1
Luctor et Emergo - Eau de Toilette,People of the Labyrinths,1.56,1.42,11.19,0.56,0
Vanille Extreme Eau de Toilette,Comptoir Sud Pacifique,0.24,0.13,46.96,1.71,0
Vanille Bourbon Eau de Parfum,Il Profumo,0.07,0.05,44.75,1.61,0
Chocolat Eau de Parfum,Il Profumo,0.0,0.05,45.36,0.42,0
Green Eau de Parfum,Nanadebary,5.32,5.64,0.09,6.36,0
Mechant Loup Eau de Toilette,L'Artisan Parfumeur,0.01,0.13,61.3,0.22,1
La Chasse Aux Papillons EXTREME Eau de Parfum,L'Artisan Parfumeur,0.06,0.08,96.05,0.31,1
Geisha Green roll-on perfume oil,Aroma M,0.03,0.56,15.49,0.05,0
Narziß - (Narziss) eau de toilette,Dorissima,0.01,1.4,68.32,0.29,1
Coral Perfume Oil,Sage,0.02,0.07,84.53,0.02,1
Moonstone Perfume Oil,Sage,0.0,0.06,90.46,0.0,1
Verveine d'Eugene Eau de Parfum,HEELEY,0.74,2.24,73.27,0.04,1
Iris de Nuit Eau de Parfum,HEELEY,0.03,0.69,39.64,0.02,0
Menthe Fraiche Eau de Parfum,HEELEY,0.05,1.85,24.09,1.24,0
Number One Intense Eau de Parfum,PARFUMS DE NICOLAI,0.0,0.0,98.46,0.0,1
Odalisque Eau de Parfum,PARFUMS DE NICOLAI,0.11,1.84,86.12,0.07,1
Vanille Tonka Eau de Parfum,PARFUMS DE NICOLAI,0.01,0.02,97.17,0.06,1
Eau d'ete Eau Fraiche,PARFUMS DE NICOLAI,0.01,2.45,44.37,0.17,0
Cologne Sologne Eau de Cologne,PARFUMS DE NICOLAI,0.0,0.03,93.39,0.0,1
Vetyver Eau de Toilette,PARFUMS DE NICOLAI,0.04,0.22,84.07,0.12,1
New York Eau de Toilette,PARFUMS DE NICOLAI,4.76,0.74,7.95,1.45,0
Le Maroc pour elle Eau de Parfum,Tauer Perfumes,0.04,2.39,69.95,0.3,1
Patchouli perfume oil,Jalaine,0.0,0.0,57.0,0.0,1
Vanilla perfume oil,Jalaine,0.04,1.93,57.29,0.83,1
Costes perfume Eau de Toilette,Costes,0.22,3.8,6.03,9.47,0
Amber Vanilla perfume oil,Regina Harris,0.12,3.93,27.02,0.25,0
Geisha Blanche roll-on perfume oil,Aroma M,0.0,1.54,46.46,0.04,0
Geisha Noire roll-on perfume oil,Aroma M,0.02,1.16,40.45,0.3,0
Geisha Rouge roll-on perfume oil,Aroma M,0.03,1.36,42.45,0.08,0
FRANK No. 2 Eau de Parfum,FRANK los angeles,0.42,0.03,86.84,0.29,1
Silk perfume oil,Jalaine,0.08,1.66,9.27,1.29,0
Mure et Musc Eau de Toilette,L'Artisan Parfumeur,0.01,0.06,83.64,0.0,1
Mimosa Pour Moi Eau de Toilette,L'Artisan Parfumeur,0.17,0.86,13.31,0.11,0
Premier Figuier Eau de Toilette,L'Artisan Parfumeur,0.11,0.36,44.58,0.41,0
Passage d'Enfer Eau de Toilette,L'Artisan Parfumeur,0.18,3.01,70.76,0.63,1
La Chasse Aux Papillons Eau de Toilette,L'Artisan Parfumeur,0.28,2.31,42.78,0.18,0
Gendarme - Eau de Cologne,Gendarme,0.26,17.54,30.63,4.04,0
Bergamote Eau de toilette,The Different Company,5.04,3.53,2.98,1.06,0
Frankincense - Myrrh - Rose Maroc perfume oil,Regina Harris,0.0,0.05,12.5,0.0,0
Tiptoeing through chambers of the moon Eau de Parfum,Pilar and Lucy,5.41,8.74,34.91,0.79,0
Tiptoeing through Chambers of the Moon Perfume Oil roll-on,Pilar and Lucy,0.08,0.01,18.34,0.0,0
Sage perfume oil,Sage,0.08,1.91,37.67,0.1,0
To twirl all girly Eau de Parfum,Pilar and Lucy,0.0,0.06,71.41,0.01,1
Amber perfume oil,Sage,0.18,0.77,48.39,0.13,0
Vanille Noire du Mexique Eau de Toilette,La Maison de la  Vanille,0.18,4.98,26.8,0.31,0
Pink Eau de parfum,Nanadebary,2.39,0.09,88.31,0.45,1
Onyx perfume oil,Sage,3.67,12.02,34.36,7.75,0
Turquoise perfume oil,Sage,0.01,6.27,18.15,0.31,0
Serendipitous Eau de Parfum,Serendipity 3,0.0,0.15,69.98,0.0,1
Vanille Abricot Eau de Toilette,Comptoir Sud Pacifique,0.03,0.09,97.08,0.02,1
Vanille Coco,Comptoir Sud Pacifique,0.01,0.01,45.81,0.02,0
Amour de Cacao Eau de Toilette,Comptoir Sud Pacifique,0.01,0.37,9.43,0.03,0
Scent Intense Eau de Parfum,Costume National,0.0,0.12,97.01,0.01,1
Pearl Perfume Oil,Sage,0.08,0.48,93.26,0.04,1
Vanille Givree des Antilles Eau de Toilette,La Maison de la  Vanille,0.51,7.82,0.2,0.9,0
Vanille Sauvage de Madagascar Eau de Toilette,La Maison de la  Vanille,0.23,2.44,61.41,1.42,1
Vanille Fleurie de Tahiti Eau de Toilette,La Maison de la  Vanille,0.0,0.64,92.06,0.3,1
Garnet perfume oil,Sage,0.07,0.06,30.99,0.08,0
Voleur de Roses Eau de Toilette,L'Artisan Parfumeur,0.21,0.26,5.01,0.04,0
Aqaba Eau de Parfum,Aqaba,0.1,1.51,67.36,0.94,1
Oliban Eau de Parfum,Keiko Mecheri,0.0,0.02,8.76,0.0,0
Timbuktu Eau de Toilette,L'Artisan Parfumeur,0.0,0.16,98.17,0.0,1
Luctor et Emergo - Eau de Parfum,People of the Labyrinths,0.03,2.66,61.98,0.26,1
Dzing! Eau de Toilette,L'Artisan Parfumeur,0.02,0.1,79.83,0.05,1
Perfect Nectar Eau de Parfum,Sarah Horowitz Parfums,0.01,0.85,82.81,0.09,1
Coquette tropique,Monyette Paris,0.47,3.14,65.53,0.99,1
Kai - Perfume Oil Roll-on Perfume Oil,Kai,0.0,0.17,70.48,0.06,1
To twirl all girly Perfume Oil Roll-on Perfume Oil,Pilar and Lucy,0.01,4.14,48.67,0.05,1
Perfect Veil Eau de Parfum,Sarah Horowitz Parfums,0.07,4.2,82.07,1.1,1
Scent Eau de Parfum,Costume National,0.01,0.9,60.24,0.09,1
Bronze Eau de Parfum,Nanadebary,0.05,0.09,60.26,0.01,1
Monyette Paris Fragrance Oil,Monyette Paris,1.13,1.41,37.84,0.7,0
1270 Eau de Parfum,Frapin,1.23,1.04,1.21,5.6,0
